playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
leeni,FKS.S,0.92,EMEA,vct-game-changer,209.4,0.89,67%,137.1,0.70,0.21,0.19,0.20,20%,14%,raze,jett,breach
lekyy,FUZO,0.69,EMEA,vct-challengers,146.0,0.58,60%,103.9,0.47,0.23,0.11,0.13,29%,9%,cypher,killjoy,viper
Lele,RTZN,01.07,EMEA,vct-challengers,228.0,01.05,71%,149.6,0.82,0.18,0.12,0.12,27%,,neon,jett,raze
Lemonn,IluZ,0.72,Americas,vct-challengers,167.0,0.68,61%,115.0,0.55,0.14,0.03,0.06,31%,20%,raze,sova,
Len,39,0.39,EMEA,vct-game-changer,93.0,0.35,72%,58.5,0.31,0.41,0.00,0.08,28%,14%,skye,fade,
Lenam0n,DOES,0.74,EMEA,vct-challengers,180.5,0.67,74%,116.5,0.57,0.20,0.20,0.11,25%,,raze,reyna,
lenka,ZER.M,0.96,EMEA,vct-game-changer,190.7,0.97,69%,130.5,0.69,0.18,0.10,0.07,31%,14%,killjoy,cypher,brimstone
lenne,IGN,0.89,Pacific,vct-international,168.2,0.76,73%,110.3,0.53,0.38,0.07,0.07,18%,6%,sova,gekko,fade
lenne,IGN,01.09,Pacific,vct-challengers,221.1,01.05,71%,149.1,0.73,0.36,0.08,0.08,21%,22%,sova,gekko,fade
LenX,BTR,01.02,Americas,vct-challengers,206.2,01.02,74%,134.4,0.71,0.37,0.10,0.09,22%,11%,viper,omen,astra
Leo,FNC,1.19,EMEA,vct-international,204.6,1.26,81%,135.6,0.73,0.36,0.05,0.03,26%,9%,fade,sova,skye
Leon,UOL,01.03,EMEA,vct-challengers,195.6,01.01,72%,128.3,0.69,0.34,0.10,0.06,28%,10%,omen,sova,brimstone
Leone,33,0.66,Americas,vct-challengers,155.0,0.62,64%,97.1,0.55,0.36,0.03,0.09,20%,,astra,omen,
LeoPard,35,0.78,Pacific,vct-challengers,136.5,0.62,43%,92.0,0.51,0.17,0.00,0.06,22%,44%,killjoy,chamber,
Leosen,SGE,0.95,EMEA,vct-challengers,207.9,1.00,65%,139.5,0.75,0.13,0.15,0.18,26%,13%,raze,jett,reyna
LETHAL,WHO,0.91,EMEA,vct-challengers,163.2,0.79,68%,111.6,0.58,0.37,0.05,0.07,20%,12%,breach,kayo,harbor
LeVi,MOGO,0.98,Pacific,vct-challengers,184.6,0.94,72%,123.8,0.63,0.35,0.09,0.09,28%,12%,omen,viper,brimstone
leviaqt,33,0.91,Americas,vct-game-changer,208.5,0.87,61%,127.4,0.79,0.24,0.03,0.00,23%,,kayo,breach,
Leviathan,FS,01.06,Pacific,vct-challengers,199.5,1.11,75%,132.2,0.74,0.35,0.08,0.08,34%,19%,harbor,omen,reyna
Levius,BLG,,China,vct-international,149.9,0.75,,,0.54,0.24,,,,,fade,skye,killjoy
Lew,EXO,0.95,EMEA,vct-challengers,191.0,0.83,77%,126.7,0.65,0.58,0.04,0.08,30%,11%,skye,,
lewis,Jabb,0.50,EMEA,vct-challengers,149.0,0.50,55%,117.7,0.47,0.21,0.03,0.16,33%,,killjoy,,
LewN,BBL,0.96,EMEA,vct-challengers,217.6,0.97,66%,143.7,0.75,0.20,0.19,0.19,31%,19%,raze,jett,neon
Lexa,TWIS.O,0.80,EMEA,vct-game-changer,190.8,0.73,59%,131.0,0.63,0.26,0.08,0.17,38%,6%,sova,skye,fade
lexis,38,0.80,EMEA,vct-challengers,189.0,0.77,63%,122.5,0.63,0.32,0.08,0.11,16%,,omen,viper,
LexVL,Baby,0.94,Pacific,vct-challengers,226.5,0.81,72%,143.9,0.76,0.07,0.10,0.10,25%,,raze,gekko,
Leyre,TU.O,01.04,EMEA,vct-game-changer,209.8,01.03,73%,140.0,0.75,0.38,0.08,0.08,39%,10%,astra,omen,harbor
LgenD,LK,0.98,EMEA,vct-challengers,247.3,1.13,51%,157.1,0.91,0.03,0.17,0.20,29%,33%,jett,,
lidyuh,DSG,01.01,Americas,vct-game-changer,215.5,0.87,76%,147.3,0.71,0.47,0.03,0.00,24%,,omen,,
Life,FPX,0.83,China,vct-international,227.8,01.03,62%,139.4,0.79,0.18,0.19,0.21,35%,24%,reyna,chamber,jett
light,31,0.63,Americas,vct-game-changer,125.0,0.46,48%,88.4,0.39,0.16,0.00,0.06,21%,,brimstone,omen,
Lightningfast,GE,0.90,Pacific,vct-international,175.3,0.85,70%,111.6,0.62,0.34,0.07,0.07,33%,17%,omen,viper,sage
Lil,Bob,1.13,EMEA,vct-game-changer,216.6,1.14,72%,145.7,0.77,0.35,0.08,0.06,28%,20%,omen,brimstone,viper
Lil,LUA,0.89,EMEA,vct-game-changer,187.2,0.73,75%,117.4,0.62,0.53,0.07,0.11,25%,13%,breach,,
lil,d,0.95,Americas,vct-challengers,207.0,0.91,63%,128.2,0.76,0.28,0.16,0.14,29%,,omen,,
LilBOii,MDL,0.82,Pacific,vct-challengers,178.2,0.75,62%,118.2,0.61,0.19,0.11,0.16,26%,7%,raze,jett,omen
lilHass,Team,0.78,EMEA,vct-game-changer,171.0,0.74,68%,110.1,0.60,0.43,0.03,0.11,26%,9%,breach,,
LilHieu,UNC,0.76,Pacific,vct-challengers,195.7,0.75,59%,127.7,0.65,0.15,0.15,0.16,21%,20%,reyna,jett,sage
Lilith,Lil,0.72,EMEA,vct-game-changer,175.5,0.66,63%,106.3,0.59,0.25,0.06,0.19,27%,,breach,raze,
LilMad,ALG,,China,vct-challengers,176.0,0.72,,121.5,0.62,0.16,0.06,0.17,,,yoru,neon,raze
Lilo,BTR,0.97,Pacific,vct-challengers,223.1,0.97,65%,148.4,0.76,0.18,0.17,0.19,24%,14%,raze,jett,gekko
lily,FMG.GC,0.79,EMEA,vct-game-changer,167.5,0.66,62%,110.3,0.54,0.34,0.06,0.11,22%,17%,sova,viper,omen
Lily,(+1),0.73,Pacific,vct-game-changer,151.8,0.67,65%,105.4,0.53,0.25,0.03,0.04,26%,,omen,fade,sova
Lime,FKS,1.24,EMEA,vct-challengers,247.4,1.34,72%,158.7,0.88,0.22,0.15,0.13,34%,22%,jett,raze,killjoy
limitado,DIS,0.84,Pacific,vct-challengers,167.2,0.81,68%,112.3,0.59,0.22,0.05,0.09,29%,15%,viper,killjoy,skye
Limp,BPC,0.89,EMEA,vct-challengers,178.3,0.89,64%,134.1,0.66,0.15,0.07,0.06,26%,,omen,killjoy,raze
Limpe,OF,0.89,EMEA,vct-challengers,211.6,0.92,69%,139.2,0.74,0.17,0.18,0.18,19%,8%,raze,jett,
LINDEN,(+1),0.86,Americas,vct-challengers,182.4,0.83,73%,117.0,0.66,0.28,0.09,0.08,33%,,breach,kayo,jett
Lingchuan,39,0.61,Pacific,vct-challengers,100.0,0.50,62%,70.1,0.38,0.28,0.00,0.08,36%,,breach,omen,
Link,ALG,,China,vct-challengers,165.5,0.71,,112.6,0.56,0.35,0.08,0.11,,,cypher,breach,omen
Linus,DIV,0.95,EMEA,vct-challengers,195.3,0.94,70%,129.4,0.67,0.35,0.11,0.11,28%,15%,brimstone,omen,viper
LiriLia,KC.GC,0.90,EMEA,vct-game-changer,170.9,0.83,72%,118.8,0.57,0.42,0.05,0.07,29%,6%,breach,astra,gekko
lirowe,39,0.91,EMEA,vct-game-changer,196.0,0.79,72%,129.4,0.67,0.13,0.15,0.13,28%,13%,killjoy,cypher,
Lissu,RZN,0.66,EMEA,vct-game-changer,129.4,0.57,57%,89.8,0.44,0.26,0.04,0.12,17%,20%,breach,fade,sova
litshii,PXU,0.90,EMEA,vct-challengers,175.3,0.83,68%,118.9,0.61,0.36,0.08,0.09,24%,16%,skye,kayo,sova
LizA,VLNT,1.10,EMEA,vct-game-changer,232.3,1.16,69%,151.7,0.84,0.14,0.16,0.14,36%,17%,killjoy,cypher,viper
Lizchaaan,NYX,0.87,Pacific,vct-game-changer,202.3,0.86,67%,132.4,0.69,0.21,0.16,0.06,22%,14%,jett,raze,kayo
Lizz,PXU.GC,01.02,EMEA,vct-game-changer,192.5,0.81,59%,124.1,0.67,0.26,0.00,0.05,26%,13%,breach,,
Llia,OPY.F,0.75,EMEA,vct-game-changer,167.0,0.71,59%,114.2,0.55,0.20,0.07,0.15,15%,,cypher,killjoy,
lmaojen,69,0.78,Americas,vct-game-changer,188.0,0.72,70%,119.7,0.61,0.16,0.06,0.16,18%,10%,raze,jett,sova
Lmemore,RRQ,1.00,Pacific,vct-international,208.6,01.01,68%,139.8,0.73,0.22,0.09,0.13,34%,19%,killjoy,cypher,chamber
lngly,31,0.47,EMEA,vct-game-changer,104.0,0.44,39%,65.2,0.39,0.06,0.03,0.26,28%,,cypher,,
Lock1ng,72,0.86,Pacific,vct-challengers,189.3,0.83,64%,123.8,0.68,0.19,0.14,0.04,25%,8%,viper,omen,
LockM,TEC,,China,vct-international,167.3,0.81,,106.5,0.58,0.27,0.02,0.05,,,viper,sova,skye
Loco,FOG,0.83,Pacific,vct-challengers,222.5,0.93,74%,139.7,0.80,0.11,0.20,0.23,32%,33%,raze,jett,
logaN,M8,0.99,EMEA,vct-international,181.7,0.98,68%,119.4,0.63,0.19,0.06,0.09,32%,4%,cypher,killjoy,omen
Logan,FCN,0.72,Americas,vct-challengers,148.4,0.72,62%,105.4,0.55,0.15,0.12,0.15,17%,13%,raze,jett,cypher
Logic,Kine,0.85,Americas,vct-game-changer,186.0,0.84,66%,123.2,0.68,0.21,0.13,0.12,25%,17%,brimstone,omen,viper
Loita,BCF,01.08,EMEA,vct-challengers,213.6,01.07,74%,139.9,0.74,0.40,0.11,0.11,40%,15%,omen,viper,
LokiPro,Wild,0.90,EMEA,vct-game-changer,206.3,0.75,59%,128.0,0.63,0.28,0.07,0.08,18%,18%,astra,clove,
Lokkara,Impr,0.97,EMEA,vct-game-changer,202.9,0.94,71%,139.1,0.70,0.30,0.07,0.10,20%,24%,viper,killjoy,cypher
LOMBA,QLSH,0.41,EMEA,vct-challengers,112.3,0.45,51%,74.4,0.41,0.15,0.08,0.10,36%,,gekko,cypher,
Looxie,(+6),0.90,EMEA,vct-game-changer,181.4,0.86,69%,119.8,0.64,0.28,0.09,0.10,37%,19%,sova,viper,omen
LoraFPS,32,1.17,EMEA,vct-game-changer,283.5,1.11,63%,174.8,0.97,0.00,0.28,0.19,31%,,raze,jett,
LoRangeZ,INFN,1.15,Pacific,vct-challengers,210.0,1.14,80%,134.5,0.75,0.38,0.00,0.08,38%,,omen,astra,
Lore,33,0.81,Pacific,vct-challengers,199.5,0.73,55%,132.0,0.67,0.24,0.06,0.24,19%,40%,jett,skye,
los,santos,01.08,Pacific,vct-challengers,208.5,0.90,70%,134.2,0.73,0.41,0.03,0.08,26%,17%,omen,,
Louboutin,BAAM,01.08,Pacific,vct-challengers,234.6,01.07,68%,160.3,0.81,0.17,0.07,0.11,36%,5%,brimstone,killjoy,omen
Louitan,OVA,0.94,EMEA,vct-challengers,198.6,0.92,69%,125.3,0.70,0.25,0.09,0.09,29%,9%,raze,sage,kayo
Loupiote,ZER.M,0.88,EMEA,vct-game-changer,166.0,0.84,73%,110.1,0.57,0.31,0.06,0.07,23%,19%,skye,sova,gekko
lovelyn,29,0.45,Americas,vct-game-changer,143.5,0.48,45%,88.4,0.48,0.14,0.03,0.28,33%,,raze,jett,
lover,(+2),0.86,Americas,vct-game-changer,185.3,0.75,59%,128.9,0.63,0.18,0.08,0.15,22%,15%,jett,yoru,raze
lowel,CASE,0.89,EMEA,vct-challengers,154.0,0.74,68%,101.5,0.49,0.36,0.04,0.11,26%,,harbor,omen,
LoyDreaM,GLAB,1.00,Pacific,vct-challengers,215.2,0.97,69%,142.8,0.75,0.26,0.10,0.11,21%,15%,jett,cypher,breach
LTHEW,(+1),0.70,Americas,vct-challengers,130.4,0.68,66%,88.3,0.50,0.28,0.01,0.14,38%,8%,fade,sova,gekko
Luc1d,UOL,0.84,EMEA,vct-challengers,179.2,0.88,62%,120.6,0.66,0.10,0.13,0.18,38%,4%,jett,raze,
Luca,Jabb,0.96,EMEA,vct-challengers,205.5,0.97,55%,145.9,0.76,0.11,0.08,0.18,47%,14%,viper,sova,
Luca,MZP,01.04,EMEA,vct-challengers,204.9,01.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,chamber,jett,killjoy
lucas,MFC,0.92,Americas,vct-challengers,175.9,0.85,74%,112.8,0.60,0.46,0.05,0.09,32%,10%,breach,gekko,skye
LuciA,LES,0.69,Pacific,vct-challengers,154.6,0.67,69%,102.4,0.53,0.32,0.08,0.11,14%,14%,kayo,sova,gekko
Lucid,30,0.49,Americas,vct-game-changer,117.0,0.52,47%,71.1,0.43,0.13,0.00,0.17,19%,,viper,sova,
luckeRRR,SGE,01.04,EMEA,vct-challengers,212.3,1.00,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,skye,gekko,kayo
luckyMrJ,tras,01.06,EMEA,vct-challengers,199.4,01.04,73%,128.4,0.72,0.24,0.10,0.08,29%,15%,killjoy,cypher,viper
Lukey,EXO,0.92,EMEA,vct-challengers,227.0,0.91,71%,137.9,0.77,0.12,0.19,0.15,26%,14%,neon,raze,jett
LuLu,28,0.15,EMEA,vct-game-changer,60.0,0.18,43%,41.4,0.18,0.21,0.00,0.18,18%,,skye,breach,
lumieexy,Leva,0.96,Pacific,vct-game-changer,190.2,0.91,67%,118.8,0.68,0.25,0.04,0.05,23%,13%,gekko,,
Luna,Pres,0.45,Americas,vct-game-changer,116.5,0.45,46%,85.8,0.37,0.15,0.00,0.17,28%,,gekko,raze,
luna,28,0.23,Americas,vct-game-changer,92.5,0.29,36%,68.2,0.29,0.04,0.04,0.11,13%,,raze,omen,
luna,30,0.44,Americas,vct-challengers,92.5,0.44,53%,51.8,0.40,0.10,0.03,0.17,21%,10%,astra,omen,
luna,DOMS,0.92,Pacific,vct-challengers,207.0,0.79,64%,146.7,0.65,0.24,0.08,0.15,14%,9%,raze,killjoy,
Luna1,Skyl,0.51,Americas,vct-game-changer,131.5,0.50,46%,101.0,0.43,0.18,0.08,0.25,13%,8%,gekko,sova,neon
LunaFox,KS,1.35,Americas,vct-game-changer,260.3,1.23,84%,183.9,0.86,0.59,0.07,0.06,30%,15%,skye,gekko,breach
lunah,PURR,01.02,Pacific,vct-game-changer,233.2,01.09,72%,161.9,0.85,0.22,0.10,0.11,34%,6%,fade,sova,skye
Lunatic,TOD,0.76,Pacific,vct-challengers,174.6,0.72,64%,114.8,0.57,0.31,0.10,0.13,31%,11%,breach,gekko,fade
Lunaw0w,NOM.L,01.05,EMEA,vct-game-changer,214.5,0.87,72%,148.1,0.69,0.38,0.08,0.05,23%,13%,breach,sova,
LuoK1ng,TE,01.04,China,vct-international,187.4,0.93,74%,119.5,0.66,0.34,0.06,0.06,33%,,omen,viper,brimstone
lurzy0y0,GAL,01.01,EMEA,vct-challengers,187.0,01.01,73%,124.4,0.67,0.28,0.07,0.07,32%,12%,kayo,breach,gekko
Luvjix,40,0.68,EMEA,vct-challengers,131.5,0.69,68%,82.7,0.50,0.18,0.00,0.05,29%,,omen,,
lux9,ZER,01.05,EMEA,vct-challengers,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,raze,jett,yoru
Luzia,XL.GC,0.87,EMEA,vct-game-changer,175.5,0.77,62%,115.3,0.62,0.37,0.07,0.11,31%,24%,kayo,breach,astra
Luzuh,OVA,0.91,EMEA,vct-challengers,202.4,0.93,65%,135.2,0.72,0.12,0.18,0.19,22%,10%,jett,chamber,yoru
Lyda,HERO,0.98,EMEA,vct-game-changer,205.5,0.96,69%,137.1,0.73,0.24,0.12,0.12,29%,14%,raze,jett,neon
Lyépa,OPY.F,1.33,EMEA,vct-game-changer,270.2,1.33,71%,179.1,01.02,0.23,0.13,0.06,33%,18%,gekko,kayo,omen
lyla,Kryp,0.48,Americas,vct-game-changer,109.8,0.38,63%,66.4,0.31,0.51,0.04,0.08,13%,27%,breach,kayo,harbor
lylac,31,0.37,Americas,vct-game-changer,95.5,0.36,55%,66.4,0.32,0.06,0.16,0.13,24%,20%,raze,,
Lym,189,0.99,Pacific,vct-challengers,239.3,01.01,69%,158.6,0.83,0.17,0.16,0.18,29%,14%,raze,jett,
Lysoar,WOL,0.83,China,vct-international,183.0,0.98,65%,120.5,0.65,0.30,0.06,0.06,24%,4%,viper,cypher,omen
m0narcS,Sill,0.93,Americas,vct-game-changer,177.1,0.93,69%,123.3,0.67,0.18,0.04,0.10,34%,20%,sova,omen,cypher
m1tez,REG,0.86,EMEA,vct-challengers,174.3,0.83,70%,115.4,0.60,0.34,0.07,0.09,35%,12%,viper,omen,brimstone
m1yu,BZK.N,0.94,Americas,vct-game-changer,196.0,0.90,59%,138.7,0.71,0.22,0.10,0.07,34%,14%,viper,chamber,cypher
M4CHINA,VAM,0.66,EMEA,vct-challengers,138.0,0.67,56%,92.3,0.47,0.09,0.12,0.12,42%,,cypher,,
M4NI4N,HOF,0.88,EMEA,vct-challengers,168.0,0.82,61%,122.5,0.61,0.14,0.03,0.09,27%,14%,viper,killjoy,
M4RINE,AI,0.67,Pacific,vct-game-changer,166.0,0.67,61%,92.5,0.54,0.24,0.05,0.07,10%,,viper,omen,
m4xikk,FLK,0.80,EMEA,vct-challengers,169.8,0.74,62%,112.8,0.59,0.20,0.07,0.10,37%,3%,omen,viper,kayo
Mad22D,XOXO,0.93,Pacific,vct-challengers,215.1,0.86,63%,141.8,0.71,0.20,0.13,0.18,26%,,raze,killjoy,
mada,NRG,1.26,Americas,vct-challengers,268.8,1.34,76%,172.9,0.93,0.19,0.24,0.13,26%,11%,raze,jett,reyna
maddie,76,0.94,Americas,vct-game-changer,228.0,0.86,67%,143.0,0.75,0.17,0.09,0.12,23%,,killjoy,viper,astra
Madelyn,RRQ,01.04,Pacific,vct-challengers,190.3,01.01,71%,123.7,0.67,0.34,0.07,0.07,24%,13%,omen,skye,sova
madnes,38,0.83,EMEA,vct-challengers,156.0,0.70,61%,108.8,0.55,0.18,0.05,0.08,26%,20%,cypher,,
mads,MDK,1.16,EMEA,vct-game-changer,242.1,1.22,74%,158.4,0.86,0.19,0.15,0.13,21%,17%,raze,jett,
Magician,55,01.01,Pacific,vct-challengers,197.3,01.03,60%,127.2,0.75,0.09,0.11,0.09,40%,,cypher,deadlock,
magicss,ABS,0.86,Pacific,vct-challengers,180.6,0.80,61%,126.0,0.63,0.28,0.07,0.13,28%,7%,kayo,viper,breach
MAGiK,JL,01.06,EMEA,vct-challengers,216.8,01.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,omen,killjoy,brimstone
MAGNUM,KC,0.96,EMEA,vct-international,180.0,0.91,72%,120.8,0.62,0.32,0.09,0.11,26%,20%,killjoy,fade,skye
Magnus,RV,01.05,EMEA,vct-challengers,224.8,1.12,69%,143.3,0.80,0.13,0.19,0.15,22%,5%,chamber,raze,jett
mai,QLSH.S,01.07,EMEA,vct-game-changer,210.2,1.13,74%,140.1,0.76,0.33,0.10,0.05,33%,12%,sova,fade,breach
Mais,PXU.GC,0.87,EMEA,vct-game-changer,169.5,0.80,67%,114.1,0.60,0.18,0.06,0.06,29%,13%,cypher,fade,sova
majusia,SK.N,0.93,EMEA,vct-game-changer,204.4,0.92,63%,137.1,0.72,0.16,0.18,0.21,27%,22%,skye,viper,raze
Makaveli,OGS,0.96,Pacific,vct-challengers,180.3,0.95,73%,122.0,0.63,0.28,0.07,0.06,25%,8%,harbor,raze,omen
Makchin,BAS.K,0.97,Pacific,vct-game-changer,232.6,0.95,65%,148.5,0.77,0.17,0.17,0.21,23%,23%,reyna,raze,jett
Mali,FMG.GC,0.88,EMEA,vct-game-changer,184.0,0.87,65%,119.2,0.68,0.15,0.14,0.18,24%,30%,jett,raze,
Mally,NXT,0.94,EMEA,vct-challengers,206.5,0.87,74%,126.8,0.68,0.39,0.05,0.11,35%,17%,skye,breach,
mandu,KZ.T,1.15,Pacific,vct-game-changer,262.3,1.20,82%,174.5,0.88,0.31,0.21,0.09,23%,11%,jett,yoru,phoenix
maniek,BAR,0.98,EMEA,vct-challengers,224.4,01.05,65%,145.2,0.79,0.16,0.18,0.21,23%,19%,jett,raze,yoru
MANNICK,tras,1.00,EMEA,vct-challengers,213.7,01.03,66%,143.1,0.75,0.30,0.10,0.06,25%,13%,omen,raze,kayo
maou,VLG,0.67,Pacific,vct-challengers,144.0,0.60,62%,97.1,0.49,0.24,0.05,0.05,24%,6%,skye,gekko,sova
maple,BOYS,0.92,Americas,vct-game-changer,236.9,0.99,69%,144.6,0.80,0.21,0.19,0.23,19%,17%,jett,raze,
Maple,CCG,,China,vct-challengers,236.7,0.97,,148.8,0.74,0.34,0.12,0.17,,,jett,omen,sova
Marcai,TRS,0.79,Pacific,vct-challengers,203.0,0.84,66%,132.3,0.70,0.15,0.23,0.19,28%,,jett,iso,raze
marceline,SOL,0.92,Americas,vct-game-changer,217.1,0.96,66%,142.2,0.76,0.15,0.16,0.18,28%,16%,yoru,raze,reyna
MARCTYLINHO,DVM,0.98,EMEA,vct-challengers,175.3,0.96,74%,114.3,0.63,0.30,0.08,0.05,25%,17%,omen,brimstone,astra
Marie,PRS,0.87,EMEA,vct-game-changer,218.5,0.79,63%,149.4,0.69,0.13,0.03,0.03,29%,,cypher,killjoy,
Marin,MNC,0.76,EMEA,vct-challengers,156.8,0.74,67%,104.7,0.55,0.26,0.05,0.09,30%,7%,sova,skye,breach
markL,U5,0.91,Pacific,vct-challengers,185.1,0.92,68%,120.2,0.67,0.22,0.08,0.11,22%,18%,viper,astra,cypher
marky,OAS,1.16,Pacific,vct-challengers,224.5,1.21,78%,144.4,0.81,0.32,0.13,0.12,23%,9%,jett,astra,omen
Marky,YARI,0.91,EMEA,vct-challengers,207.2,0.92,62%,138.5,0.70,0.18,0.13,0.16,20%,20%,raze,jett,sage
Marpandyz,(+2),0.84,Pacific,vct-game-changer,171.8,0.83,65%,110.3,0.60,0.27,0.08,0.07,17%,10%,sova,skye,fade
MarT1n,XLG,,China,vct-international,176.8,0.81,,,0.59,0.20,,,,,killjoy,viper,
MarT1n,XLG,,China,vct-challengers,154.3,0.86,,102.1,0.52,0.37,0.06,0.05,,,viper,harbor,omen
marteen,KC,01.06,EMEA,vct-international,222.9,01.09,73%,147.5,0.78,0.22,0.17,0.15,26%,23%,jett,raze,yoru
Marti,NSR.I,0.98,EMEA,vct-game-changer,217.6,0.97,68%,143.6,0.74,0.23,0.15,0.18,26%,10%,kayo,phoenix,gekko
Martux,MZP,1.22,EMEA,vct-challengers,259.5,1.12,65%,166.4,0.88,0.51,0.14,0.09,27%,,deadlock,kayo,
Marved,NRG,0.93,Americas,vct-international,190.8,0.91,70%,124.4,0.66,0.30,0.07,0.10,27%,22%,viper,omen,cypher
maryna,:3,01.03,Americas,vct-game-changer,199.1,01.01,75%,130.3,0.73,0.34,0.06,0.07,31%,16%,brimstone,astra,sova
mas,NXL,0.69,Pacific,vct-challengers,158.4,0.61,59%,103.1,0.51,0.26,0.07,0.12,19%,9%,gekko,skye,kayo
Masic,GAL,1.00,EMEA,vct-challengers,200.0,0.99,68%,136.1,0.70,0.21,0.12,0.10,27%,12%,jett,raze,reyna
mass3R,QLSH,0.95,EMEA,vct-challengers,196.5,0.86,81%,117.9,0.63,0.46,0.06,0.06,20%,33%,skye,kayo,omen
Mast3r,AR,0.92,Pacific,vct-challengers,181.1,0.82,67%,120.8,0.64,0.23,0.04,0.07,29%,20%,viper,brimstone,cypher
matchai,(+1),0.49,Americas,vct-game-changer,128.3,0.52,53%,87.3,0.47,0.13,0.06,0.04,37%,,harbor,cypher,killjoy
MateliaN,AKR,0.92,EMEA,vct-challengers,200.9,0.93,70%,137.6,0.70,0.18,0.12,0.15,28%,,phoenix,raze,viper
matrix,KC.GC,0.91,EMEA,vct-game-changer,215.6,0.95,68%,142.0,0.75,0.15,0.18,0.19,35%,18%,raze,jett,neon
Matrixx,FKS,01.01,EMEA,vct-challengers,190.7,0.98,75%,124.6,0.66,0.36,0.07,0.04,29%,10%,astra,viper,omen
Matt,Burg,1.00,Americas,vct-challengers,202.8,0.95,68%,138.7,0.70,0.29,0.07,0.08,26%,23%,viper,killjoy,gekko
MattyIce,Equi,1.26,Americas,vct-challengers,256.5,1.27,58%,166.1,1.00,0.06,0.03,0.18,42%,17%,chamber,cypher,
MattZ,spec,0.95,Americas,vct-challengers,186.0,0.88,70%,136.0,0.71,0.11,0.09,0.06,42%,17%,killjoy,cypher,
Mauvaiz,Behi,0.78,Pacific,vct-game-changer,141.1,0.61,66%,97.4,0.44,0.50,0.05,0.10,15%,18%,skye,gekko,sova
mavi,Athe,0.72,EMEA,vct-game-changer,167.6,0.72,70%,108.3,0.56,0.33,0.09,0.12,23%,5%,omen,brimstone,killjoy
MAX,DUPG,0.79,Pacific,vct-challengers,150.7,0.68,67%,103.1,0.51,0.26,0.06,0.08,29%,9%,breach,skye,kayo
MaximN,FMG,0.95,EMEA,vct-challengers,186.4,0.88,73%,125.2,0.62,0.39,0.09,0.10,20%,17%,omen,kayo,yoru
maxxy,Next,0.72,Americas,vct-challengers,159.0,0.59,50%,107.3,0.53,0.23,0.03,0.07,19%,9%,sova,jett,
MaxxyBoyy,71,0.72,Pacific,vct-challengers,141.3,0.65,69%,92.7,0.48,0.39,0.06,0.10,25%,17%,skye,sova,
Maxxyy,LVR,0.48,Pacific,vct-challengers,159.0,0.63,55%,101.9,0.60,0.10,0.05,0.20,28%,,gekko,,
may,EV,1.32,Americas,vct-game-changer,261.8,1.22,76%,167.4,0.90,0.30,0.12,0.11,35%,20%,viper,omen,
may,GMX.L,1.00,EMEA,vct-game-changer,202.4,0.95,71%,127.5,0.70,0.19,0.11,0.11,18%,4%,raze,reyna,cypher
May,32,0.63,Pacific,vct-game-changer,154.0,0.57,50%,102.0,0.53,0.13,0.09,0.09,36%,,cypher,,
Maya,34,0.47,EMEA,vct-game-changer,95.0,0.38,47%,65.2,0.35,0.09,0.03,0.03,20%,25%,gekko,,
MayaMeow,CEL,0.94,EMEA,vct-game-changer,189.7,0.84,63%,128.5,0.67,0.46,0.16,0.13,26%,,kayo,reyna,
mayaxyz,35,0.59,EMEA,vct-game-changer,112.5,0.48,57%,74.0,0.40,0.11,0.03,0.06,31%,10%,breach,sova,
Mayuri,79,0.63,Pacific,vct-game-changer,122.5,0.52,65%,85.9,0.41,0.41,0.03,0.09,17%,,kayo,astra,gekko
MAYYY,mini,0.72,Americas,vct-game-changer,155.0,0.70,64%,110.4,0.55,0.17,0.06,0.17,26%,7%,raze,cypher,viper
MazkooMe,Nood,0.79,EMEA,vct-challengers,153.7,0.77,71%,96.0,0.58,0.39,0.08,0.12,29%,22%,omen,viper,
MCD,IMP,01.03,EMEA,vct-challengers,178.6,01.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,cypher,killjoy,viper
Me1on,35,0.83,Pacific,vct-challengers,158.5,0.72,66%,108.1,0.60,0.23,0.06,0.09,33%,,kayo,reyna,
MEDC,BZK,0.27,Americas,vct-challengers,105.5,0.31,51%,77.9,0.28,0.41,0.03,0.15,23%,,gekko,,
Meddo,SK,01.08,EMEA,vct-challengers,185.4,01.08,72%,125.6,0.69,0.28,0.04,0.04,29%,18%,viper,killjoy,cypher
mediKa,SK.N,1.11,EMEA,vct-game-changer,210.5,1.00,72%,133.4,0.76,0.44,0.06,0.06,22%,22%,sova,breach,kayo
Meeps,Skyl,0.88,Americas,vct-game-changer,163.3,0.73,61%,109.8,0.56,0.35,0.03,0.07,17%,12%,omen,breach,
Meganee,CG.GC,0.74,EMEA,vct-game-changer,137.0,0.72,58%,97.2,0.56,0.12,0.10,0.20,17%,,jett,,
